hfpxzc href,name,MW4etd,UY7F9,category,W4Efsd 2,Address,W4Efsd 3,W4Efsd 4,W4Efsd 5,W4Efsd 6,Phone,lcr4fd href,Cw1rxd,R8c4Qb,Cw1rxd 2,R8c4Qb 2,doJOZc,ah5Ghc
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
"https://www.google.com/maps/place/Dr.+Sandeep+Nayak+-+Oncologist+in+Bangalore,+India/data=!4m7!3m6!1s0x3bae15c7ff8f36a1:0xc44f7f81cb402061!8m2!3d12.918964!4d77.579684!16s%2Fg%2F12m90xstx!19sChIJoTaP_8cVrjsRYSBAy4F_T8Q?authuser=0&hl=en&rclk=1","Dr. Sandeep Nayak - Oncologist in Bangalore, India",4.8,-191,Oncologist,·,"MACS Clinic, No.96/A /9/1 42nd cross","MACS Clinic, No.96/A /9/1 42nd cross",,· Closes 8:30 pm,·,094822 02240,https://www.google.com/aclk?sa=L&ai=DChsSEwjB7fq6-r2UAxV8vKYDHeLHIoAYACICCAEQBRoCdGI&co=1&ase=2&gclid=CjwKCAjwq6DQBhBVEiwA4ZD5XBz3HevKcuj8UEpnV1leSJU--XdMAlJlKfpEKYUs3mqBBk2c1TDvGxoC2pcQAvD_BwE&cid=CAAS0wHkaInfGXbPFKTwepGkLlNZWFVuBX5-ONCBu5yPw45_R18crFP9ZSATGZOYJ42d68M1wfyFCBGpPThm6V7ft78wA7foYigGpsspE1HJwmnfdV0VMIeSfbBpHGPNI7IJ07JS45tcdXnU2iMqc1Qg7T9GcP5hTa7jUPr1zJTmaG061DlDy6yxAw-qL_CicYK0oq6zGGA3BpWFBYhtS2ii4hEiuIvKFU0JzHnKso_gdYm9x1qwG1vZjkc0XJAQYsbYgOBUzugc8802_pFCe83_lqG4sUNp&cce=2&category=acrcp_v1_32&sig=AOD64_0kHv3zZtKOjA_VGImtqfZ02u4uVg&adurl&q&ctype=99&nis=6,,Website,,Directions,,
"https://www.google.com/maps/place/Fortis+Hospital,+Bannerghatta+Road+-+Best+Hospital+in+Bangalore/data=!4m7!3m6!1s0x3bae15237055f411:0x7308c26631aa9e25!8m2!3d12.8948217!4d77.5986197!16s%2Fg%2F1tcwddzm!19sChIJEfRVcCMVrjsRJZ6qMWbCCHM?authuser=0&hl=en&rclk=1","Fortis Hospital, Bannerghatta Road - Best Hospital in Bangalore",4.7,"-23,135",Hospital,·,"154, 9, Bannerghatta Rd, opposite IIM",·,"154, 9, Bannerghatta Rd, opposite IIM",Open 24 hours,·,096633 67253,https://www.fortishealthcare.com/location/fortis-hospital-bg-road-bangalore?utm_source=google-gmb&utm_medium=gmb-seo-url&utm_campaign=FHL-gmb,,Website,,Directions,,On-site services
https://www.google.com/maps/place/Fortis+Hospital+Bangalore+%7C+Cunningham+Road+-+Best+Hospital+in+Bangalore/data=!4m7!3m6!1s0x3bae166847800b0f:0x5670f48c68782ac8!8m2!3d12.9882166!4d77.5943056!16s%2Fg%2F1vr3bm6g!19sChIJDwuAR2gWrjsRyCp4aIz0cFY?authuser=0&hl=en&rclk=1,Fortis Hospital Bangalore | Cunningham Road - Best Hospital in Bangalore,4.6,"-7,257",Hospital,·,"14, Cunningham Rd, near Sigma Central Mall",·,"14, Cunningham Rd, near Sigma Central Mall",Open 24 hours,·,096868 60310,https://www.fortishealthcare.com/location/fortis-hospital-cg-road-bangalore,,Website,,Directions,,On-site services
https://www.google.com/maps/place/Manipal+Hospital+Yeshwanthpur/data=!4m7!3m6!1s0x3bae162a55555555:0x886d228d64097005!8m2!3d13.014153!4d77.5560419!16s%2Fg%2F1tfj1mfw!19sChIJVVVVVSoWrjsRBXAJZI0ibYg?authuser=0&hl=en&rclk=1,Manipal Hospital Yeshwanthpur,4.7,"-23,306",General hospital,·,"BRIGADE GATEWAY, 26/4, beside Metro",·,"BRIGADE GATEWAY, 26/4, beside Metro",Open 24 hours,·,1800 102 4647,https://www.manipalhospitals.com/yeshwanthpur/?utm_source=GMB&utm_medium=,,Website,,Directions,,On-site services
https://www.google.com/maps/place/The+Bangalore+Hospital/data=!4m7!3m6!1s0x3bae158e750221f1:0xf18e3d80c3d298aa!8m2!3d12.9377405!4d77.5804336!16s%2Fg%2F1tdxzbgd!19sChIJ8SECdY4VrjsRqpjSw4A9jvE?authuser=0&hl=en&rclk=1,The Bangalore Hospital,4.6,"-2,208",Hospital,·,"202, Rashtriya Vidyalaya Rd",·,"202, Rashtriya Vidyalaya Rd",Open 24 hours,·,083173 10513,https://bangalorehospitals.in/,,Website,,Directions,,On-site services
https://www.google.com/maps/place/Manipal+Hospitals/data=!4m7!3m6!1s0x3bae13c0c0c6206b:0x12d8d4c39197c7dd!8m2!3d12.9584571!4d77.649039!16s%2Fg%2F11h7rr7_j1!19sChIJayDGwMATrjsR3ceXkcPU2BI?authuser=0&hl=en&rclk=1,Manipal Hospitals,4.6,"-26,590",Hospital,·,"98, HAL Old Airport Rd",·,"98, HAL Old Airport Rd",Open 24 hours,·,1800 102 4647,https://www.manipalhospitals.com/oldairportroad/?utm_source=Organic&utm_medium=GMB+Organic&utm_campaign=Old+Airport+Road+Hospital+GMB,,Website,,Directions,,On-site services
"https://www.google.com/maps/place/Aster+CMI+Hospital+-+Best+Multispeciality+Hospital+in+Hebbal,+Bengaluru/data=!4m7!3m6!1s0x3bae1789755331d3:0x622ebc0aa55f732c!8m2!3d13.054497!4d77.5915659!16s%2Fg%2F11gdty88zr!19sChIJ0zFTdYkXrjsRLHNfpQq8LmI?authuser=0&hl=en&rclk=1","Aster CMI Hospital - Best Multispeciality Hospital in Hebbal, Bengaluru",4.7,"-50,934",Hospital,·,"43/2, NH 7, New Airport Road",·,"43/2, NH 7, New Airport Road",Open 24 hours,·,080 4342 0100,https://www.asterhospitals.in/hospitals/aster-cmi-bangalore,,Website,,Directions,,On-site services
"https://www.google.com/maps/place/Gleneagles+BGS+Hospital+-+Top+Multi+Speciality+Hospital+in+Kengeri,+Bengaluru/data=!4m7!3m6!1s0x3bae3f3a216fb62f:0x195205a95bb618cf!8m2!3d12.902994!4d77.4974865!16s%2Fg%2F1tdsh6nd!19sChIJL7ZvITo_rjsRzxi2W6kFUhk?authuser=0&hl=en&rclk=1","Gleneagles BGS Hospital - Top Multi Speciality Hospital in Kengeri, Bengaluru",4.7,"-12,253",General hospital,·,"67, Uttarahalli Main Rd",·,"67, Uttarahalli Main Rd",Open 24 hours,·,092402 65552,https://www.gleneagleshospitals.co.in/gleneagles-hospital-kengeri-bengaluru,,Website,,Directions,,On-site services
"https://www.google.com/maps/place/SPARSH+Hospital,+Infantry+Road/data=!4m7!3m6!1s0x3bae1662b5e4f303:0x83e17841b11f5631!8m2!3d12.9832825!4d77.59475!16s%2Fg%2F11b69swnm9!19sChIJA_PktWIWrjsRMVYfsUF44YM?authuser=0&hl=en&rclk=1","SPARSH Hospital, Infantry Road",4.6,"-4,734",General hospital,·,"No 146, Prestige Opal, Infantry Rd, opp. Police Commissioner’s office",·,"No 146, Prestige Opal, Infantry Rd, opp. Police Commissioner’s office",Open 24 hours,·,080 6591 3403,https://www.sparshhospital.com/hospitals/sparsh-hospital-infantry-road/,,Website,,Directions,,On-site services
"https://www.google.com/maps/place/Fortis+Hospital,+Nagarbhavi+-+Best+Hospital+in+Bangalore/data=!4m7!3m6!1s0x3bae16773c548eed:0xff00fb1e264b6969!8m2!3d12.9597522!4d77.5113053!16s%2Fg%2F1tnpjfyq!19sChIJ7Y5UPHcWrjsRaWlLJh77AP8?authuser=0&hl=en&rclk=1","Fortis Hospital, Nagarbhavi - Best Hospital in Bangalore",4.7,"-9,375",General hospital,·,"Survey No 23, Building, 119, 80 Feet Main Rd",·,"Survey No 23, Building, 119, 80 Feet Main Rd",Open 24 hours,·,095910 35258,https://www.fortishealthcare.com/location/fortis-nagarbhavi-bangalore?utm_source=google-gmb&utm_medium=gmb-seo-url&utm_campaign=FHL-gmb,,Website,,Directions,,On-site services
"https://www.google.com/maps/place/Narayana+Hospital,+HSR+Layout/data=!4m7!3m6!1s0x3bae149a163c761f:0x383a13f2dabe4eca!8m2!3d12.9081024!4d77.6435134!16s%2Fg%2F11cs0rnmxd!19sChIJH3Y8FpoUrjsRyk6-2vITOjg?authuser=0&hl=en&rclk=1","Narayana Hospital, HSR Layout",4.5,"-12,427",General hospital,·,"Basant Health Centre Building, 1, 24th Cross Rd",·,"Basant Health Centre Building, 1, 24th Cross Rd",Open 24 hours,·,080 6215 4313,https://www.narayanahealth.org/hospitals/bangalore/narayana-multispeciality-hospital-hsr-bangalore/?utm_source=Googlemaps&utm_medium=GMB,,Website,,Directions,,On-site services
https://www.google.com/maps/place/Manipal+Hospital+Whitefield/data=!4m7!3m6!1s0x3bae11fc05fbc8a1:0xd4c8ae89f2811666!8m2!3d12.9880554!4d77.7287744!16s%2Fg%2F11bzsghy7z!19sChIJocj7BfwRrjsRZhaB8omuyNQ?authuser=0&hl=en&rclk=1,Manipal Hospital Whitefield,4.7,"-34,709",Private hospital,·,"ITPL Main Rd, opposite PRESTIGE SHANTINIKETAN",·,"ITPL Main Rd, opposite PRESTIGE SHANTINIKETAN",Open 24 hours,·,1800 102 4647,https://www.manipalhospitals.com/whitefield/?utm_source=Organic&utm_medium=GMB+Organic&utm_campaign=Whitefield+Hospital+GMB,,Website,,Directions,,On-site services
"https://www.google.com/maps/place/Apollo+Hospitals+%7C+Best+Hospital+in+Bannerghatta+Road,+Bengaluru/data=!4m7!3m6!1s0x3bae152152c6edf7:0x838c2e0a91221a87!8m2!3d12.8961976!4d77.5985971!16s%2Fg%2F1tdj_0h9!19sChIJ9-3GUiEVrjsRhxoikQoujIM?authuser=0&hl=en&rclk=1","Apollo Hospitals | Best Hospital in Bannerghatta Road, Bengaluru",4.7,"-23,677",Hospital,·,"IIM, 154/11, Bannerghatta Rd, opposite Krishnaraju Layout",·,"IIM, 154/11, Bannerghatta Rd, opposite Krishnaraju Layout",Open 24 hours,·,080 6904 9765,https://www.apollohospitals.com/hospitals/apollo-hospitals-bannerghatta-road,,Website,,Directions,,On-site services
https://www.google.com/maps/place/Manipal+Hospital+Hebbal/data=!4m7!3m6!1s0x3bae178f26a5ddf9:0x930a4b59c8b80796!8m2!3d13.0509374!4d77.5939248!16s%2Fg%2F1tywwd89!19sChIJ-d2lJo8XrjsRlge4yFlLCpM?authuser=0&hl=en&rclk=1,Manipal Hospital Hebbal,4.6,"-16,617",General hospital,·,"Manipal Hospital, Kirloskar Business Park, Bellary Rd","Manipal Hospital, Kirloskar Business Park, Bellary Rd",·,Open 24 hours,,1800 102 4647,https://www.manipalhospitals.com/hebbal/?utm_source=GMB&utm_medium=,,Website,,Directions,,On-site services
https://www.google.com/maps/place/Vikram+Aura+Hospitals+%7C+Richmond+Road/data=!4m7!3m6!1s0x3bae142ac1c81093:0xa2fc9609c496d0c4!8m2!3d12.9657136!4d77.6096103!16s%2Fg%2F11bw6dhq9c!19sChIJkxDIwSoUrjsRxNCWxAmW_KI?authuser=0&hl=en&rclk=1,Vikram Aura Hospitals | Richmond Road,4.6,"-1,783",Hospital,·,"62, Mother Teresa Rd Xavier Layout , Victoria Layout, Richmond Rd, behind Sacred Heart School Sacred Heart Church",·,"62, Mother Teresa Rd Xavier Layout , Victoria Layout, Richmond Rd, behind Sacred Heart School Sacred Heart Church",Open 24 hours,·,088844 81414,https://vikramaurahospitals.com/,,Website,,Directions,,On-site services
https://www.google.com/maps/place/Manipal+Hospital+Varthur+Road/data=!4m7!3m6!1s0x3bae0df61d3a1a4b:0x24f86d9cf8e48abb!8m2!3d12.9581418!4d77.7455758!16s%2Fg%2F1q6h_ysgm!19sChIJSxo6HfYNrjsRu4rk-Jxt-CQ?authuser=0&hl=en&rclk=1,Manipal Hospital Varthur Road,4.7,"-24,384",Private hospital,·,"Survey No. 10P &, 12P, Whitefield Main Rd","Survey No. 10P &, 12P, Whitefield Main Rd",·,Open 24 hours,,1800 102 4647,https://www.manipalhospitals.com/varthurroad/?utm_source=GMB&utm_medium=,,Website,,Directions,,On-site services
https://www.google.com/maps/place/Chord+Road+Hospital+Private+Limited/data=!4m7!3m6!1s0x3bae3d978ca3818d:0x21219d321db87a78!8m2!3d12.9979797!4d77.5406493!16s%2Fg%2F1td7lrhy!19sChIJjYGjjJc9rjsReHq4HTKdISE?authuser=0&hl=en&rclk=1,Chord Road Hospital Private Limited,4.1,"-1,313",General hospital,·,"100/101, LIC colony, 100/101, Shankar Mutt Rd, near Shankar Mutt",·,"100/101, LIC colony, 100/101, Shankar Mutt Rd, near Shankar Mutt",Open 24 hours,·,080671 92222,http://www.chordroadhospital.com/,,Website,,Directions,,
https://www.google.com/maps/place/Apollo+Hospital+%7C+Best+Hospital+in+Seshadripuram/data=!4m7!3m6!1s0x3bae17ddf4a463e3:0x415a988bfb0b66c8!8m2!3d12.9882998!4d77.5724713!16s%2Fg%2F11b8tcmsy5!19sChIJ42Ok9N0XrjsRyGYL-4uYWkE?authuser=0&hl=en&rclk=1,Apollo Hospital | Best Hospital in Seshadripuram,4.8,"-24,783",Hospital,·,"Old No. 28, 1, Platform Rd, near Mantri square mall",·,"Old No. 28, 1, Platform Rd, near Mantri square mall",Open 24 hours,·,080 6297 2761,https://www.apollohospitals.com/hospitals/apollo-hospitals-seshadripuram,,Website,,Directions,,On-site services
https://www.google.com/maps/place/TrueLife+Speciality+Hospital/data=!4m7!3m6!1s0x3bae3d057bbe59c5:0x69315fd978d5d7ec!8m2!3d12.9811169!4d77.5108479!16s%2Fg%2F11rnqh431y!19sChIJxVm-ewU9rjsR7NfVeNlfMWk?authuser=0&hl=en&rclk=1,TrueLife Speciality Hospital,4.6,-356,Hospital,·,"No.188, Vivek Complex, 80 Feet Ring Rd, near Bangalore Development Authority Complex",·,"No.188, Vivek Complex, 80 Feet Ring Rd, near Bangalore Development Authority Complex",Open 24 hours,·,093426 00800,https://truelifehospital.com/,,Website,,Directions,,On-site services
https://www.google.com/maps/place/Bangalore+Hospital+Kengeri+%7C+Best+Hospital+in+Bangalore/data=!4m7!3m6!1s0x3bae3ec2805bdb55:0xbc43500db63b6ee0!8m2!3d12.931133!4d77.4930535!16s%2Fg%2F1tdc3n_1!19sChIJVdtbgMI-rjsR4G47tg1QQ7w?authuser=0&hl=en&rclk=1,Bangalore Hospital Kengeri | Best Hospital in Bangalore,4.8,"-1,920",General hospital,·,"1st Block, 3P/2, 60 Feet Rd, behind Shirke Apartment",·,"1st Block, 3P/2, 60 Feet Rd, behind Shirke Apartment",Open 24 hours,·,090908 04680,https://www.bangalorehospitals.in/,,Website,,Directions,,
https://www.google.com/maps/place/Manipal+Hospitals+Jayanagar/data=!4m7!3m6!1s0x3bae1509468cbedf:0xa5712ccedb6d0c26!8m2!3d12.9171288!4d77.591795!16s%2Fg%2F11b6p0643j!19sChIJ376MRgkVrjsRJgxt284scaU?authuser=0&hl=en&rclk=1,Manipal Hospitals Jayanagar,4.7,"-11,653",Private hospital,·,"45th Cross Rd, opp. Bangalore",·,"45th Cross Rd, opp. Bangalore",Open 24 hours,·,1800 102 4647,https://www.manipalhospitals.com/jayanagar/?utm_source=GMB&utm_medium=,,Website,,Directions,,On-site services
https://www.google.com/maps/place/Aster+Whitefield+Hospital/data=!4m7!3m6!1s0x3bae11a84d4cb329:0xb1b44545b4227d0d!8m2!3d12.9894945!4d77.7337373!16s%2Fg%2F11t9lm3vgh!19sChIJKbNMTagRrjsRDX0itEVFtLE?authuser=0&hl=en&rclk=1,Aster Whitefield Hospital,4.7,"-10,601",Hospital,·,"Sadaramangala, Plot No. 3 & 4, Main Road, off Whitefield, opposite ITPL Main Road",·,"Sadaramangala, Plot No. 3 & 4, Main Road, off Whitefield, opposite ITPL Main Road",Open 24 hours,·,080 4510 8888,https://www.asterhospitals.in/hospitals/aster-whitefield-bangalore,,Website,,Directions,,On-site services
https://www.google.com/maps/place/Manipal+Hospital+Millers+Road/data=!4m7!3m6!1s0x3bae1669eaba3441:0x2de104cb3a53a50d!8m2!3d12.9883379!4d77.5919754!16s%2Fg%2F1tkd_dg7!19sChIJQTS66mkWrjsRDaVTOssE4S0?authuser=0&hl=en&rclk=1,Manipal Hospital Millers Road,4.5,"-7,487",Hospital,·,"71/1, Millers Rd, opp. to St. Anne's College",·,"71/1, Millers Rd, opp. to St. Anne's College",Open 24 hours,·,1800 102 4647,https://www.manipalhospitals.com/millersroad/?utm_source=GMB&utm_medium=,,Website,,Directions,,On-site services
https://www.google.com/maps/place/Cura+Hospitals+-+Multispeciality+Hospital+in+Bangalore/data=!4m7!3m6!1s0x3bae15bc24cee65d:0xfe823500385aa3d4!8m2!3d12.888292!4d77.561261!16s%2Fg%2F11j4f24_py!19sChIJXebOJLwVrjsR1KNaOAA1gv4?authuser=0&hl=en&rclk=1,Cura Hospitals - Multispeciality Hospital in Bangalore,4.7,"-2,818",Hospital,·,"18, Kanakapura Main Rd",·,"18, Kanakapura Main Rd",Open 24 hours,·,087480 30303,https://www.curahospitals.com/,,Website,,Directions,,On-site services
https://www.google.com/maps/place/Suguna+Hospital+Bangalore/data=!4m7!3m6!1s0x3bae3df532d15619:0x409bdd1907dfbf55!8m2!3d12.988145!4d77.560033!16s%2Fg%2F11g6rdd3_f!19sChIJGVbRMvU9rjsRVb_fBxndm0A?authuser=0&hl=en&rclk=1,Suguna Hospital Bangalore,4.7,"-8,907",Hospital,·,"4th 'N' Block, 1A/87, Dr Rajkumar Rd",·,"4th 'N' Block, 1A/87, Dr Rajkumar Rd",Open 24 hours,,,http://www.sugunahospital.com/,,Website,,Directions,,On-site services
https://www.google.com/maps/place/SPARSH+Hospital+Yeshwanthpur/data=!4m7!3m6!1s0x3bae3d6b8e17c907:0x5c6d10b34999d043!8m2!3d13.0277135!4d77.5429315!16s%2Fg%2F11b6j5by8f!19sChIJB8kXjms9rjsRQ9CZSbMQbVw?authuser=0&hl=en&rclk=1,SPARSH Hospital Yeshwanthpur,4.7,"-17,261",General hospital,·,"4/1, Tumkur Rd",·,"4/1, Tumkur Rd",Open 24 hours,·,080 6591 7034,https://www.sparshhospital.com/hospitals/sparsh-hospital-yeswanthpur/,,Website,,Directions,,On-site services
https://www.google.com/maps/place/Omega+Multispeciality+Hospital/data=!4m7!3m6!1s0x3bae18604ac9a52f:0xc6b5566b8414b232!8m2!3d13.1005151!4d77.581376!16s%2Fg%2F11clyq_k5p!19sChIJL6XJSmAYrjsRMrIUhGtWtcY?authuser=0&hl=en&rclk=1,Omega Multispeciality Hospital,4.6,"-2,168",General hospital,·,"HIG 1&2 PHASE, 1236, WARD NO:4, B SECTOR",·,"HIG 1&2 PHASE, 1236, WARD NO:4, B SECTOR",Open 24 hours,·,072042 11244,https://www.omegamultispecialityhospital.com/doctors.html,,Website,,Directions,,"""Amazing doctors, great nurses, extremely hygienic, great insurance team!"""
https://www.google.com/maps/place/Mazumdar+Shaw+Medical+Center/data=!4m7!3m6!1s0x3bae6c33ea16001d:0x51693da9325cf807!8m2!3d12.8065639!4d77.6947958!16s%2Fg%2F11c0rh7twh!19sChIJHQAW6jNsrjsRB_hcMqk9aVE?authuser=0&hl=en&rclk=1,Mazumdar Shaw Medical Center,4.8,"-31,716",General hospital,·,"258/A, Hosur Rd",·,"258/A, Hosur Rd",Open 24 hours,·,080 6215 4542,https://www.narayanahealth.org/hospitals/bangalore/mazumdar-shaw-medical-centre-bommasandra?utm_source=Googlemaps&utm_medium=GMB,,Website,,Directions,,On-site services
https://www.google.com/maps/place/St+Philomena%27s+Hospital/data=!4m7!3m6!1s0x3bae142bac7a3b7f:0xb9d552e81e7e808!8m2!3d12.96533!4d77.6110526!16s%2Fg%2F1tdcdtkr!19sChIJfzt6rCsUrjsRCOjngS5VnQs?authuser=0&hl=en&rclk=1,St Philomena's Hospital,3.6,"-1,143",General hospital,·,"Post, 4, Mother Teresa Rd, near Life Style",·,"Post, 4, Mother Teresa Rd, near Life Style",Open 24 hours,·,080 4016 4346,https://stphilomenashospital.com/index.php,,Website,,Directions,,On-site services
"https://www.google.com/maps/place/Aasra+Hospitals+-+Best+Robotic+Surgery+Hospital+in+Bangalore,+Karnataka,+India/data=!4m7!3m6!1s0x3bae15a9c42ca46d:0x85d4b4db75645021!8m2!3d12.9231408!4d77.6000488!16s%2Fg%2F11rw8_v9x6!19sChIJbaQsxKkVrjsRIVBkddu01IU?authuser=0&hl=en&rclk=1","Aasra Hospitals - Best Robotic Surgery Hospital in Bangalore, Karnataka, India",4.5,-276,General hospital,·,"No. 9, TKN Towers, AASRA Hospitals, Bannerghatta Rd",·,"No. 9, TKN Towers, AASRA Hospitals, Bannerghatta Rd",Open 24 hours,·,080 6945 1367,https://ayu-health-hospital.b12sites.com/index,,Website,,Directions,,"""Had admitted my wife for surgery, facilities were excellent and hassle free."""
