hfpxzc href,name,MW4etd,UY7F9,category,W4Efsd 2,Address,W4Efsd 3,W4Efsd 4,W4Efsd 5,W4Efsd 6,Phone,lcr4fd href,Cw1rxd,R8c4Qb,Cw1rxd 2,R8c4Qb 2,doJOZc,ah5Ghc
https://www.google.com/maps/place/Even+Hospitals/data=!4m7!3m6!1s0x3bae1700771b6919:0x4d909863cb3822f7!8m2!3d12.9842075!4d77.5792231!16s%2Fg%2F11m5jcj5yt!19sChIJGWkbdwAXrjsR9yI4y2OYkE0?authuser=0&hl=en&rclk=1,Even Hospitals,4.8,-338,General hospital,·,"No. 28, D. Devaraj Urs Road, Race Course Rd",·,"No. 28, D. Devaraj Urs Road, Race Course Rd",Open 24 hours,·,080 4749 5555,https://hospitals.even.in/?utm_source=GBP&utm_medium=websitelink&utm_campaign=hospitalmain&utm_id=organic&utm_term=Hospital01&utm_content=5524980880622921738,,Website,,Directions,,"""The hospital is very hygienic, well-maintained, and super clean."""
https://www.google.com/maps/place/Vanivilas+Hospital/data=!4m7!3m6!1s0x3bae15e34e311e51:0x3801142368cdfdb!8m2!3d12.9614477!4d77.5740093!16zL20vMGR6cl9x!19sChIJUR4xTuMVrjsR29-MNkIRgAM?authuser=0&hl=en&rclk=1,Vanivilas Hospital,3.4,-811,General hospital,·,"Victoria Hospital Compound, Sultan Rd",·,"Victoria Hospital Compound, Sultan Rd",Open 24 hours,·,098869 31261,https://vvhbmcri.karnataka.gov.in/english,,Website,,Directions,,On-site services
https://www.google.com/maps/place/Shreya+Hospital/data=!4m7!3m6!1s0x3bae3ed992e3e72f:0xef5d97a415adac73!8m2!3d12.9214569!4d77.4832376!16s%2Fg%2F1txc5h0x!19sChIJL-fjktk-rjsRc6ytFaSXXe8?authuser=0&hl=en&rclk=1,Shreya Hospital,4,-832,General hospital,·,"73&74, 6th Cross Road, 3rd Main Rd",·,"73&74, 6th Cross Road, 3rd Main Rd",Open 24 hours,·,090350 77951,,,Directions,,,,On-site services
https://www.google.com/maps/place/Maruthi+Hospitals/data=!4m7!3m6!1s0x3bae3de0f8f9ff7d:0xa1cfcf4d408779e7!8m2!3d12.9677093!4d77.541313!16s%2Fg%2F1jkwm6gym!19sChIJff_5-OA9rjsR53mHQE3Pz6E?authuser=0&hl=en&rclk=1,Maruthi Hospitals,3.2,-408,General hospital,·,"27-A, 2374/26,Platinum Plaza, Club Road, Vijayanagar,Bangalore, 27-A, 8th Cross Rd",·,"27-A, 2374/26,Platinum Plaza, Club Road, Vijayanagar,Bangalore, 27-A, 8th Cross Rd",Open 24 hours,·,080 2335 1777,http://www.maruthihospitals.com/,,Website,,Directions,,On-site services
https://www.google.com/maps/place/Raksha+Multi+Speciality+Hospital/data=!4m7!3m6!1s0x3bae3d72f63af877:0xe6524a8ed612c62f!8m2!3d13.0199385!4d77.5411619!16s%2Fg%2F1tf63y45!19sChIJd_g69nI9rjsRL8YS1o5KUuY?authuser=0&hl=en&rclk=1,Raksha Multi Speciality Hospital,4,-201,General hospital,·,"141, 142, 1st Cross Rd",·,"141, 142, 1st Cross Rd",Open 24 hours,·,080 2347 1005,https://www.srikrishnasevashrama.com/,,Directions,,Website,,On-site services
https://www.google.com/maps/place/Sri+Krishna+Sevashrama+Hospital/data=!4m7!3m6!1s0x3bae15a1e101a141:0xcb02b06a2fbeff64!8m2!3d12.9173442!4d77.5851088!16s%2Fg%2F1tdz37y7!19sChIJQaEB4aEVrjsRZP--L2qwAss?authuser=0&hl=en&rclk=1,Sri Krishna Sevashrama Hospital,3.7,-603,General hospital,·,"45th, Cross, 523, 10th Main Rd",·,"45th, Cross, 523, 10th Main Rd",Open 24 hours,·,080 4534 0000,,,,,Directions,,On-site services
https://www.google.com/maps/place/Apple+Hospital/data=!4m7!3m6!1s0x3bae188ac0cfd20d:0x1e9447cf0e60d20e!8m2!3d13.1038799!4d77.5837694!16s%2Fg%2F11g63kbmdd!19sChIJDdLPwIoYrjsRDtJgDs9HlB4?authuser=0&hl=en&rclk=1,Apple Hospital,3.9,-352,General hospital,·,SH 9,·,SH 9,Open 24 hours,·,077603 50111,http://www.prashanthhospital.co.in/,,Directions,,Website,,On-site services
https://www.google.com/maps/place/PRASHANTH+MULTISPECIALITY+HOSPITAL/data=!4m7!3m6!1s0x3bae14ec823d7ce9:0xa4a7c82f41f9ba6!8m2!3d12.9065634!4d77.6287203!16s%2Fg%2F1tdnjkd_!19sChIJ6Xw9guwUrjsRppsf9IJ8Sgo?authuser=0&hl=en&rclk=1,PRASHANTH MULTISPECIALITY HOSPITAL,3.8,-893,General hospital,·,"90/D, Hosur Rd",·,"90/D, Hosur Rd",Open 24 hours,·,080 4150 3714,http://www.prashanthhospital.co.in/,,Website,,Directions,,On-site services
https://www.google.com/maps/place/GVG+Invivo+Hospital/data=!4m7!3m6!1s0x3bae1546a398edaf:0x797ddcdfb77bf4b7!8m2!3d12.8918617!4d77.5797354!16s%2Fg%2F1v6wmrqn!19sChIJr-2Yo0YVrjsRt_R7t9_cfXk?authuser=0&hl=en&rclk=1,GVG Invivo Hospital,4.7,-644,General hospital,·,"647, 5th Main Rd",·,"647, 5th Main Rd",Open 24 hours,·,081236 00600,https://invivohospitals.com/,,Website,,Directions,,On-site services
https://www.google.com/maps/place/Vijayashree+Hospitals/data=!4m7!3m6!1s0x3bae6ac16cc815c5:0xd7d828e367096ae8!8m2!3d12.8578458!4d77.589331!16s%2Fg%2F119tt2wrh!19sChIJxRXIbMFqrjsR6GoJZ-Mo2Nc?authuser=0&hl=en&rclk=1,Vijayashree Hospitals,3.3,-408,General hospital,·,"VH5Q+4PV, No.3, Bannerghatta Rd, near Dr. RML College of Law Annex",·,"VH5Q+4PV, No.3, Bannerghatta Rd, near Dr. RML College of Law Annex",Open 24 hours,·,096868 25522,,,,,Directions,,On-site services
https://www.google.com/maps/place/S.S.G+HOSPITAL/data=!4m7!3m6!1s0x3bae3c6cd9adf681:0xae35fd7f2420cb51!8m2!3d12.9867529!4d77.4796212!16s%2Fg%2F1ydxc45jl!19sChIJgfat2Ww8rjsRUcsgJH_9Na4?authuser=0&hl=en&rclk=1,S.S.G HOSPITAL,4.6,-256,General hospital,·,"2nd, 171, Main, Magadi Main Rd, behind Shell Petrol Pump",·,"2nd, 171, Main, Magadi Main Rd, behind Shell Petrol Pump",Open 24 hours,·,097395 33233,,,Directions,,,,"""The hospital was clean, well-organized, and the facilities were top-notch."""
https://www.google.com/maps/place/Unity+Lifeline+Hospital+India+Private+Limited/data=!4m7!3m6!1s0x3bae3c34248865c1:0x2a412f0c4650f8f5!8m2!3d12.9819005!4d77.5108967!16s%2Fg%2F1tfvrdcx!19sChIJwWWIJDQ8rjsR9fhQRgwvQSo?authuser=0&hl=en&rclk=1,Unity Lifeline Hospital India Private Limited,3.9,-907,General hospital,·,Outer Ring Rd,·,Outer Ring Rd,Open 24 hours,·,099000 31831,,,Directions,,,,On-site services
https://www.google.com/maps/place/Aditya+Multi+Speciality+Hospital/data=!4m7!3m6!1s0x3bae1137e74e6303:0xc68a2777dd230212!8m2!3d12.9934959!4d77.6636895!16s%2Fg%2F11spp2cjbx!19sChIJA2NO5zcRrjsREgIj3XcnisY?authuser=0&hl=en&rclk=1,Aditya Multi Speciality Hospital,4.8,-87,General hospital,·,Nagavarapalya Main Rd,·,Nagavarapalya Main Rd,Open,·,082178 45776,https://www.hcgoncology.com/cancer-centers/hcg-cancer-centre-k-r-road-bengaluru/,,Directions,,Website,,On-site services
"https://www.google.com/maps/place/HCG+Cancer+Hospital+-+%28K.+R.+Road,+Bengaluru%29/data=!4m7!3m6!1s0x3bae167611337575:0x55d27f229db2cf66!8m2!3d12.9637152!4d77.5896352!16s%2Fg%2F1tddw64f!19sChIJdXUzEXYWrjsRZs-ynSJ_0lU?authuser=0&hl=en&rclk=1","HCG Cancer Hospital - (K. R. Road, Bengaluru)",4.7,"-7,462",Hospital,·,"No 8, HCG Towers, P, Kalinga Rao Rd",·,"No 8, HCG Towers, P, Kalinga Rao Rd",Open 24 hours,·,080 4020 6000,https://www.hcgoncology.com/cancer-centers/hcg-cancer-centre-k-r-road-bengaluru/,,Website,,Directions,,On-site services
https://www.google.com/maps/place/Vanivilas+Hospital/data=!4m7!3m6!1s0x3bae15e34e311e51:0x3801142368cdfdb!8m2!3d12.9614477!4d77.5740093!16zL20vMGR6cl9x!19sChIJUR4xTuMVrjsR29-MNkIRgAM?authuser=0&hl=en&rclk=1,Vanivilas Hospital,3.4,-811,General hospital,·,"Victoria Hospital Compound, Sultan Rd",·,"Victoria Hospital Compound, Sultan Rd",Open 24 hours,·,098869 31261,,,,,Directions,,On-site services
https://www.google.com/maps/place/Shreya+Hospital/data=!4m7!3m6!1s0x3bae3ed992e3e72f:0xef5d97a415adac73!8m2!3d12.9214569!4d77.4832376!16s%2Fg%2F1txc5h0x!19sChIJL-fjktk-rjsRc6ytFaSXXe8?authuser=0&hl=en&rclk=1,Shreya Hospital,4,-832,General hospital,·,"73&74, 6th Cross Road, 3rd Main Rd",·,"73&74, 6th Cross Road, 3rd Main Rd",Open 24 hours,·,090350 77951,http://www.maruthihospitals.com/,,Directions,,Website,,On-site services
https://www.google.com/maps/place/Maruthi+Hospitals/data=!4m7!3m6!1s0x3bae3de0f8f9ff7d:0xa1cfcf4d408779e7!8m2!3d12.9677093!4d77.541313!16s%2Fg%2F1jkwm6gym!19sChIJff_5-OA9rjsR53mHQE3Pz6E?authuser=0&hl=en&rclk=1,Maruthi Hospitals,3.2,-408,General hospital,·,"27-A, 2374/26,Platinum Plaza, Club Road, Vijayanagar,Bangalore, 27-A, 8th Cross Rd",·,"27-A, 2374/26,Platinum Plaza, Club Road, Vijayanagar,Bangalore, 27-A, 8th Cross Rd",Open 24 hours,·,080 2335 1777,https://www.google.com/aclk?sa=L&ai=DChsSEwjB7fq6-r2UAxV8vKYDHeLHIoAYACICCAEQBRoCdGI&co=1&ase=2&gclid=CjwKCAjwq6DQBhBVEiwA4ZD5XBz3HevKcuj8UEpnV1leSJU--XdMAlJlKfpEKYUs3mqBBk2c1TDvGxoC2pcQAvD_BwE&cid=CAAS0wHkaInfGXbPFKTwepGkLlNZWFVuBX5-ONCBu5yPw45_R18crFP9ZSATGZOYJ42d68M1wfyFCBGpPThm6V7ft78wA7foYigGpsspE1HJwmnfdV0VMIeSfbBpHGPNI7IJ07JS45tcdXnU2iMqc1Qg7T9GcP5hTa7jUPr1zJTmaG061DlDy6yxAw-qL_CicYK0oq6zGGA3BpWFBYhtS2ii4hEiuIvKFU0JzHnKso_gdYm9x1qwG1vZjkc0XJAQYsbYgOBUzugc8802_pFCe83_lqG4sUNp&cce=2&category=acrcp_v1_32&sig=AOD64_0kHv3zZtKOjA_VGImtqfZ02u4uVg&adurl&q&ctype=99&nis=6,,Website,,Directions,,On-site services
https://www.google.com/maps/place/Cratis+Hospital/data=!4m7!3m6!1s0x3bae174e285017e3:0xcdaacc265f57398c!8m2!3d13.0484429!4d77.6456045!16s%2Fg%2F1pxyc56jn!19sChIJ4xdQKE4XrjsRjDlXXybMqs0?authuser=0&hl=en&rclk=1,Cratis Hospital,4.4,-883,General hospital,·,"Geddalahalli, 4-4/1, Hennur Bagalur Main Rd",·,"Geddalahalli, 4-4/1, Hennur Bagalur Main Rd",Open 24 hours,·,080 2844 4733,http://nfc.dgtechsoln.com/cratis-hospital/,,Website,,Directions,,On-site services
"https://www.google.com/maps/place/Nandana+Health+Care+Services+India+Pvt+Ltd,+Unit+Kaade+Hospital/data=!4m7!3m6!1s0x3bae3d90e720dbe5:0x6eb7ae797d77128f!8m2!3d12.9962817!4d77.5464724!16s%2Fg%2F1260xxfvg!19sChIJ5dsg55A9rjsRjxJ3fXmut24?authuser=0&hl=en&rclk=1","Nandana Health Care Services India Pvt Ltd, Unit Kaade Hospital",4.3,"-1,524",General hospital,·,Thimmaiah Rd,·,Thimmaiah Rd,Open 24 hours,·,099022 53636,,,Directions,,,,On-site services
https://www.google.com/maps/place/Aswad+Hospital/data=!4m7!3m6!1s0x3bae14ed97be917d:0x7ff08ca722a801f0!8m2!3d12.9077569!4d77.629941!16s%2Fg%2F1thgfgd0!19sChIJfZG-l-0UrjsR8AGoIqeM8H8?authuser=0&hl=en&rclk=1,Aswad Hospital,3.3,-253,General hospital,·,"Reddy Building Rupena Agrahara, 206, AH43",·,"Reddy Building Rupena Agrahara, 206, AH43",Open 24 hours,,,,,Directions,,,,On-site services
https://www.google.com/maps/place/Al-Ameen+Hospital/data=!4m7!3m6!1s0x3bae1669d7f66469:0x47c77628f27eced3!8m2!3d12.9899701!4d77.5944249!16s%2Fg%2F1th1shcy!19sChIJaWT212kWrjsR085-8ih2x0c?authuser=0&hl=en&rclk=1,Al-Ameen Hospital,4.3,-148,General hospital,·,"3, Millers Tank Bund Rd, off Cunningham Road, opposite Fortune Hotel",·,"3, Millers Tank Bund Rd, off Cunningham Road, opposite Fortune Hotel",Open 24 hours,·,080 2226 0882,,,Directions,,,,"""Very good hospital, affordable with quality treatment"""
https://www.google.com/maps/place/Anand+Multispeciality+Hospital+%7C+Best+hospital+in+Bilekahalli+Bengaluru/data=!4m7!3m6!1s0x3bae1518a438c661:0x8f0eea031332e3ff!8m2!3d12.9000236!4d77.6013216!16s%2Fg%2F1tl8j4f1!19sChIJYcY4pBgVrjsR_-MyEwPqDo8?authuser=0&hl=en&rclk=1,Anand Multispeciality Hospital | Best hospital in Bilekahalli Bengaluru,3.7,-141,General hospital,·,"153, Near Haryana Handloom, 2nd Cross Rd, Bannerghatta Rd",·,"153, Near Haryana Handloom, 2nd Cross Rd, Bannerghatta Rd",Open 24 hours,·,099723 70730,,,Directions,,,,On-site services
https://www.google.com/maps/place/Acura+Speciality+Hospital/data=!4m7!3m6!1s0x3bae1445cea9e27b:0x426a796436a4f016!8m2!3d12.9353207!4d77.6205317!16s%2Fg%2F1tgh1dwx!19sChIJe-KpzkUUrjsRFvCkNmR5akI?authuser=0&hl=en&rclk=1,Acura Speciality Hospital,3.4,-407,General hospital,·,"No. 105, 17th C Main Rd",·,"No. 105, 17th C Main Rd",Open 24 hours,·,080 4511 1555,https://nfc.dgtechsoln.com/acura-speciality-hospital/,,Website,,Directions,,On-site services
https://www.google.com/maps/place/Janapriya+Hospital/data=!4m7!3m6!1s0x3bae16d0ca98d5d3:0xb26c3cc84bb923d9!8m2!3d13.0090151!4d77.6436133!16s%2Fg%2F11c45p29xy!19sChIJ09WYytAWrjsR2SO5S8g8bLI?authuser=0&hl=en&rclk=1,Janapriya Hospital,3.3,-270,General hospital,·,"Minority College, 12, Maruti Vidhyalaya Rd",·,"Minority College, 12, Maruti Vidhyalaya Rd",Open 24 hours,,,https://www.janapriyahospital.co.in/,,Website,,Directions,,"""Well maintained hospital and lab facilities."""
https://www.google.com/maps/place/SRI+CHANDRA+SEKARA+HOSPITAL/data=!4m7!3m6!1s0x3bae70cd9a1a9b51:0x556ba55a6a22532d!8m2!3d12.746265!4d77.8337939!16s%2Fg%2F11b6c3s0y2!19sChIJUZsams1wrjsRLVMialqla1U?authuser=0&hl=en&rclk=1,SRI CHANDRA SEKARA HOSPITAL,4.8,"-16,720",General hospital,·,"Door No: 6/889, S.F. No: 691 & 692, Bagalur Rd, near IOC Petrol Bunk",·,"Door No: 6/889, S.F. No: 691 & 692, Bagalur Rd, near IOC Petrol Bunk",Open 24 hours,·,089406 08608,https://scshospitals.com/,,Website,,Directions,,On-site services
https://www.google.com/maps/place/Gangothri+Hospital/data=!4m7!3m6!1s0x3bae14fbf645d705:0x951a789c3e20d11a!8m2!3d12.9164075!4d77.6137832!16s%2Fg%2F1tk6tbvf!19sChIJBddF9vsUrjsRGtEgPpx4GpU?authuser=0&hl=en&rclk=1,Gangothri Hospital,2.4,-261,General hospital,·,"27, 100 Feet Ring Rd",·,"27, 100 Feet Ring Rd",Open 24 hours,·,080 2668 2734,https://gangotrihospital.com/,,Website,,Directions,,"""Very caring and helpful staff"""
https://www.google.com/maps/place/St.+Theresa%27s+Multi+Speciality+Hospital/data=!4m7!3m6!1s0x3bae3d83af861d8f:0xe0a959f280494b19!8m2!3d13.0065014!4d77.5539773!16s%2Fg%2F1tfqzw5b!19sChIJjx2Gr4M9rjsRGUtJgPJZqeA?authuser=0&hl=en&rclk=1,St. Theresa's Multi Speciality Hospital,4,-341,Hospital,·,"Rajajinagar 1st Block, 1/1, Dr Rajkumar Rd, Opposite Opp Vivekananda College",·,"Rajajinagar 1st Block, 1/1, Dr Rajkumar Rd, Opposite Opp Vivekananda College",Open 24 hours,·,080 2347 2772,https://sttheresas.co.in/,,Website,,Directions,,On-site services
https://www.google.com/maps/place/Kamadhenu+Hospitals/data=!4m7!3m6!1s0x3bae3ddccb4f2179:0x6b49adb085e5a0e1!8m2!3d12.9754555!4d77.5349823!16s%2Fg%2F11bw531pyj!19sChIJeSFPy9w9rjsR4aDlhbCtSWs?authuser=0&hl=en&rclk=1,Kamadhenu Hospitals,4.3,-366,General hospital,·,"40/2-4, 6th Main Rd, behind kamadhenu hospital",·,"40/2-4, 6th Main Rd, behind kamadhenu hospital",Open 24 hours,·,080 2320 5577,,,Directions,,,,"""The nursing staff was attentive, and the room was kept spotless."""
https://www.google.com/maps/place/Sevakshetra+Hospital/data=!4m7!3m6!1s0x3bae1582bd1958a1:0x90f9debff8dea5b5!8m2!3d12.9215653!4d77.5722014!16s%2Fg%2F1tdgn86v!19sChIJoVgZvYIVrjsRtaXe-L_e-ZA?authuser=0&hl=en&rclk=1,Sevakshetra Hospital,3.4,-451,General hospital,·,27th Cross,·,27th Cross,Open 24 hours,·,080 2671 4194,https://sevakshetrahospital.com/,,Website,,Directions,,On-site services
https://www.google.com/maps/place/Sri+Venkateshwara+Hospital/data=!4m7!3m6!1s0x3bae145703753d39:0x8e18961abee3e4c0!8m2!3d12.9264148!4d77.616654!16s%2Fg%2F1t_thr1m!19sChIJOT11A1cUrjsRwOTjvhqWGI4?authuser=0&hl=en&rclk=1,Sri Venkateshwara Hospital,3,-195,General hospital,·,"NH 7, Hosur Rd",·,"NH 7, Hosur Rd",Open 24 hours,·,080 4150 8702,,,Directions,,,,"""Doctors are well trained, Nurse and other staff are courteous."""
https://www.google.com/maps/place/Seventh+Day+Adventist+Medical+Centre+Now+SDA+Hospital/data=!4m7!3m6!1s0x3bae16f42582e79d:0xe4eb32ecb1f91d6e!8m2!3d12.9956104!4d77.6113702!16s%2Fg%2F1thk_8_t!19sChIJneeCJfQWrjsRbh35sewy6-Q?authuser=0&hl=en&rclk=1,Seventh Day Adventist Medical Centre Now SDA Hospital,3.8,-688,General hospital,·,"8, Spencer Rd",·,"8, Spencer Rd",Open 24 hours,·,080 2536 0190,https://sdahospital.com/,,Website,,Directions,,On-site services
https://www.google.com/maps/place/V-Care+Hospital/data=!4m7!3m6!1s0x3bae17ad9a49496f:0x107aaed895201265!8m2!3d13.0159188!4d77.5973212!16s%2Fg%2F1hf142zlp!19sChIJb0lJmq0XrjsRZRIgldiuehA?authuser=0&hl=en&rclk=1,V-Care Hospital,3.2,-839,Hospital,·,"A 1st, 29, Adi Kabir Ashram Main Rd",·,"A 1st, 29, Adi Kabir Ashram Main Rd",Open 24 hours,·,080 2343 4373,http://www.vcarehospital.in/,,Website,,Directions,,On-site services
https://www.google.com/maps/place/M.G.A+Hospital/data=!4m7!3m6!1s0x3bae123339b6e375:0x954522f34f627e33!8m2!3d12.956835!4d77.7002353!16s%2Fg%2F11c48sfjl2!19sChIJdeO2OTMSrjsRM35iT_MiRZU?authuser=0&hl=en&rclk=1,M.G.A Hospital,3.3,-180,General hospital,·,"96, Varthur Main Rd",·,"96, Varthur Main Rd",Open,·,063624 38996,https://www.mgahospitals.in/,,Website,,Directions,,"""A very good hospital with excellent staff and doctors."""
"https://www.google.com/maps/place/SAI+THUNGA+MULTISPECIALITY+HOSPITALS%28Trauma+and+Emergency+Care+Centre,ICU+Care,Renal+and+Kidney,Oncology,Maternity,ENT./data=!4m7!3m6!1s0x3bae15ae946146ed:0xa57468220d19b9b4!8m2!3d12.9239747!4d77.6481932!16s%2Fg%2F11lkw1vz96!19sChIJ7UZhlK4VrjsRtLkZDSJodKU?authuser=0&hl=en&rclk=1","SAI THUNGA MULTISPECIALITY HOSPITALS(Trauma and Emergency Care Centre,ICU Care,Renal and Kidney,Oncology,Maternity,ENT.",4.3,-986,Private hospital,·,"187/269, Outer Ring Rd",·,"187/269, Outer Ring Rd",Open 24 hours,·,072596 42122,https://www.saithungahospital.com/,,Website,,Directions,,On-site services
"https://www.google.com/maps/place/Motherhood+Hospital+-+Best+Maternity,+Child+Care+%26+Pregnancy+Hospital+in+Indiranagar+%7C+Gynecologist+,+Paediatrics/data=!4m7!3m6!1s0x3bae16a48c35b25b:0xd0a5ebead13557dd!8m2!3d12.978472!4d77.6376247!16s%2Fg%2F1tfwhtq5!19sChIJW7I1jKQWrjsR3Vc10errpdA?authuser=0&hl=en&rclk=1","Motherhood Hospital - Best Maternity, Child Care & Pregnancy Hospital in Indiranagar | Gynecologist , Paediatrics",4.5,"-5,385",Maternity Centre,·,"324, Chinmaya Mission Hospital Rd",·,"324, Chinmaya Mission Hospital Rd",Open 24 hours,·,080672 38833,https://www.motherhoodindia.com/locations/bangalore/indiranagar/?utm_source=gmb_mhi&utm_medium=localseo&utm_campaign=indiranagar,,Website,,Directions,,On-site services not available
https://www.google.com/maps/place/Metro+Hospital/data=!4m7!3m6!1s0x3bae166038681c71:0xff6f37142bc5203b!8m2!3d12.9876969!4d77.6093478!16s%2Fg%2F11gf5mwtjc!19sChIJcRxoOGAWrjsROyDFKxQ3b_8?authuser=0&hl=en&rclk=1,Metro Hospital,4,-83,Hospital,·,"17/1, AM Road",·,"17/1, AM Road",Open 24 hours,·,080 2555 3355,,,Directions,,,,"""The treatment was fantastic
All doctors, all sister and staff are best."""
https://www.google.com/maps/place/Kotbagi+Hospital/data=!4m7!3m6!1s0x3bc2bfb6213c9ee3:0x3e5437fa5e43f77!8m2!3d18.5619325!4d73.8047899!16s%2Fg%2F1vv2qprr!19sChIJ4548Iba_wjsRdz_kpX9D5QM?authuser=0&hl=en&rclk=1,Kotbagi Hospital,2.5,-82,General hospital,·,"163, DP Rd, Near DAV Public School",·,"163, DP Rd, Near DAV Public School",Open 24 hours,·,020 4310 0400,,,Directions,,,,"""Knowledgeable doctors and nurses."""
